curriculum,,n. 学校的全部课程
cushion,,n. 垫子，软垫；v. 缓和…的冲力，保护
a cushion of,,（词组）一层
air-cushion vehicle,,（词组）气垫船
custodian,,n. 看守人，管理人
custom,,n. 习惯，传统，惯例
customs,,n. 关税
customer,,n. 消费者
customarily,,adv. 通常
accustomed,,adj. 通常的，习惯的
cuticle,,n. 表皮
cylinder,,n. 圆筒，圆柱体
dagger,,n. 短剑，匕首
daisy,,n. 雏菊
damp,,adj. 潮湿的，有湿气的
dampen,,vt. 使潮湿
dangerous,,adj. 危险的
daring,,adj. 大胆的，勇敢的
dart,,v. 飞奔；投掷；n. 标枪，镖，箭
dash off,,（词组）水猛冲；感情爆发
date,,vt. 注明…的日期
date back,,（词组）追溯到…
dated,,adj. 陈旧的，过时的
outdated,,adj. 过时的，不流行的
validate,,vt. （法律）使有效，使生效
inundate,,vt. 淹没
daunting,,adj. 使人畏缩的
dawn,,n. 黎明；开端，开始
dawning,,n. 拂晓，黎明
dazzling,,adj. 眼花缭乱的；耀眼的
deadly,,adj. 致命的；极度的
deal,,n. 交易；份量
a great deal,,（词组）丰富，大量
a good deal,,（词组）许多
big deal,,（词组）重大的事，重要的人
deal with,,（词组）处理，应付
debatable,,adj. 未决定的，有争执的
debate,,n. 争论，辩论
debris,,n. 废墟，残骸；碎片
debt,,n. 债务
debtor,,n. 债务人
decadent,,adj. 颓废的
decay,,vi./n. 腐烂；vi./n. 衰落
deceive,,vt. 欺骗，行骗
decent,,adj. 适当的，可接受的；adj. 得体的，体面地
deceptive,,adj. 欺骗的，导致误解的
deception,,n. 欺骗，诡计
deciduous,,adj. 每年落叶的
decimal,,adj. 十进制的，小数的；n. 小数
deck,,n. 一副（纸牌）
declaration,,n. 宣布，宣言
declare,,vt. 宣布，声明
decline,,vi./n. 衰退；下降，减退；vt. 婉言谢绝
decomposition,,n. 腐烂，分解
decompose,,v. 分解，（使）腐烂
decorate,,vt. 装饰，装潢，修饰
decoration,,n. 装饰，装饰品
decorative,,adj. 装饰的，可作装饰的
decrease,,v. 减少
defecate,,vi. 排粪；通大便
defect,,n. 缺点，瑕疵
defective,,adj. 有缺陷的
defend,,vt. 防护；辩护
defense,,n. 防卫；防卫物
defensive,,adj. 自卫的
defer,,vi. 遵从，听从；vt. 延期
deferential,,adj. 恭敬的，恭顺的
deference,,n. 尊重，顺从；敬意
deficiency,,n. 缺乏；不足
deficient,,adj. 缺乏的，不足的
deficit,,n. 赤字，不足额
definite,,adj. 清楚的；明确的；确切的
definitely,,adv. 明确地，肯定地
definitive,,adj. 决定性的，最后的
definition,,n. 定义
deform,,vt. 使变形
deformation,,n. 损坏，变形
deft,,adj. 灵巧的，熟练的
adept,,adj. 熟练的，拿手的
degrade,,v. 使降级，贬低
degradation,,n. 退化；降级，降格
dehydrate,,vt. 使脱水
dehydrated,,adj. 干燥的，脱水的
dehydration,,n. 脱水，干燥
deign,,vi. 屈尊
deity,,n. 神，被奉若神明的人或物
delay,,vt./n. 推迟，耽搁
delectable,,adj. 美味的
delegate,,n. 代表；vt. 委派，授权
deliberate,,adj. 故意的，早有准备的；adj. 审慎的，深思熟虑的
deliberately,,adv. 故意地
delicate,,adj. 脆的，易损的；娇弱的；adj. 精致的，细腻的
delicious,,adj. 美味的，可口的
delirium,,n. 精神错乱，发狂
delta,,n. 三角洲
demobilize,,vt. 遣散，使复员
immobilize,,vt. 使固定不动
democracy,,n. 民主政治，民主主义
demolish,,vt. 破坏，摧毁
demolition,,n. 破坏，拆除
demonstrate,,vt. 演示；论证
demonstration,,n. 实证；示范
denomination,,n. 宗派，教派；n. （货币）面额
denote,,vt. 指示，表示
denounce,,vt. （公开）谴责，斥责
dense,,adj. 密集的，浓厚的
condense,,vt. 使浓缩；精简
condenser,,n. 冷凝器；电容器
density,,n. 密度
dent,,n. 缺口，凹痕；v. 使凹下，凹进
indent,,vt. 使凹进
indenture,,vt. 以契约束缚（学徒等）
rodent,,n. 啮齿类动物
edentate,,n. 贫齿类动物
dentistry,,n. 牙科
dental,,adj. 牙齿的
dentist,,n. 牙科医生
deny,,vt. 否认，否定；vt. 剥夺，拒绝…的要求
depart,,vi. 离开，出发
departure,,n. 离开，出发
dependent,,adj. 依赖的；从属的，由…而定的；n. 依赖他人者
depend on,,（词组）依靠，依赖
dependence,,n. 依赖，信赖
dependable,,adj. 可靠的，可信赖的
independent,,adj. 独立自主的，不受约束的；n. 中立派，无党派者
interdependent,,adj. 相互依赖的，互助的
depict,,vt. 描绘；描写，描述
deplete,,vt. 耗尽，使衰竭
deposit,,vt. 堆积，沉淀；vt. 放置，寄存；vt. 产卵；n. 堆积物，沉淀；存款，押金
depositor,,n. 存款人
depot,,n. 货站，仓库
depreciation,,n. 贬值
depredation,,n. 劫掠，蹂躏
depress,,vt. 压下，压低
depressed,,adj. 沮丧的
under the depressor,,（词组）被强制
depression,,n. 不景气，萧条期；n. 凹陷处，坑；n. 沮丧，消沉
deprive,,vt. 剥夺，使失去
deprivation,,n. 缺乏；剥夺
derive,,vt. 得到，获取；源于
derive from,,（词组）来源于
derivative,,n. 派生的事物；派生词
desalination,,n. 脱盐，去盐作用
descend,,v. 传下，遗传；v. 下降
descendant,,n. 子孙，后裔
descent,,n. 血统，世袭；n. 下降
desert,,n. 沙漠；vt. 遗弃
deserted,,adj. 荒芜的，荒废的
deserve,,vt. 应得
undeserved,,adj. 不应得的，不该受的
designate,,vt. 指定，任命
desire,,n. 欲望，要求；vt. 想要
desirable,,adj. 令人向往的；令人满意的
desolate,,adj. 荒凉的，无人烟的
desperate,,adj. 绝望的，不顾一切的，拼死的
desperately,,adv. 迫切地；危急地
despoil,,v. 夺取，掠夺
despoiler,,n. 掠夺者
dessert,,n. 餐后甜点
destination,,n. 目的地
destine,,vt. 命运注定，预定
destruction,,n. 破坏；毁灭
destructive,,adj. 破坏的；毁灭性的
detect,,vt. 察觉，发觉；探测，侦查
detective,,n. 侦探；adj. 侦探的
detectable,,adj. 可发觉的；可查明的
smoke detector,,（词组）烟雾探测器
deter,,vt. 阻碍，制止，使踌躇
deterrent,,n. 制止物，威慑力量
detergent,,n. 清洁剂
deteriorate,,v. 使恶化；质量下降
determinant,,n. 决定因素
detest,,vt. 深恶，憎恶
detrimental,,adj. 有害的
detriment,,n. 伤害，危害
devastate,,vt. 毁坏
devastation,,n. 毁坏
devastating,,adj. 破坏性的
device,,n. 器械，装置
devise,,vt. 设计；发明
devoid,,adj. 全无的，缺乏的
devote,,vt. 投入于，献身；用于，作…之用
devotion,,n. 热爱，忠诚
devour,,vt. 贪婪地吃，吞食
diagnose,,vt. 诊断
diagonal,,n./adj. 对角线（的）
diagonally,,adv. 成对角线地，斜对地
diagram,,n. 图表
dialect,,n. 方言，土话
dialogue,,n. 对话
diameter,,n. 直径
dictate,,vt. 规定；决定，确定
diction,,n. 措辞，用语
prediction,,n. 预言，预报
jurisdiction,,n. 权限
diet,,n. 饮食，食物；vi. 节食，忌食
dietary,,adj. 饮食的
dieter,,n. 节食者，减肥者
dietitian,,n. 营养学家
dietetics,,n. 营养学
differentiate,,v. 区分，区别
undifferentiated,,adj. 无差别的，无显著特征的
diffuse,,v. 扩散；散播；adj. 散开的，弥漫的
digestion,,n. 消化
digest,,vt. 消化
digestive,,adj. 消化的，助消化的
indigestion,,n. 消化不良
dignity,,n. 尊严，高贵
digression,,n. 离题，扯到枝节上
dilate,,vt. 使膨胀，使扩大
dilemma,,n. 困境，进退两难
diligent,,adj. 勤勉的，勤奋的
diligently,,adv. 勤勉地，尽职地，小心翼翼地
dilute,,vt. 稀释，淡化
dilution,,n. 稀释，淡化
dim,,adj. 暗淡的，模糊的
dimly,,adv. 朦胧地，模糊地
dime,,n. （美）一角硬币
dimension,,n. 尺寸；尺度
dimensional,,adj. 空间的
two/three dimensional,,（词组）两/三维的
diminish,,v. （使）减少，（使）变小
dinosaur,,n. 恐龙
dioxide,,n. 二氧化物
carbon dioxide,,n. 二氧化碳
diplomacy,,n. 外交，交际手腕
diplomatic,,adj. 外交的；老练的
disadvantage,,n. 缺点，坏处，不利
disapproval,,n. 不赞成
disaster,,n. 灾难，不幸；彻底的失败
disastrous,,adj. 损失惨重的；悲伤的
discard,,vt. 丢弃
discern,,vt. 看出；察觉到
discernible,,adj. 可识别的=discernable
discerning,,adj. 有识别能力的；眼光敏锐的
discharge,,vt. 释放；排出；n. 流出；n. 放电
disciple,,n. 门徒，弟子
discipline,,n. 纪律，训练；n. 学科；vt. 训练；惩罚
subdiscipline,,n. （学科的）分支，分科
disciplined,,adj. 遵守纪律的
discomfort,,n. 不适
discontented,,adj. 不满意，不满足
discontent,,n. 不满
discount,,n. 折扣；vt. 不全信，对…持怀疑态度
discourage,,v. 使气馁；阻碍
discouraging,,adj. 令人气馁的
discourse,,n. 讲道，演讲
discrete,,adj. 独立的；不连续的，离散的
discreet,,adj. 小心的，谨慎的
disgust,,n. 厌恶，嫌恶
disgusted,,adj. 厌烦的；厌恶的
disillusion,,v. 使醒悟
disintegrate,,v. （使）瓦解，（使）碎裂
disinterested,,adj. 无个人利害关系的；无私的，公平的
dismal,,adj. 暗的，凄凉的；忧郁的，沮丧的
dismay,,vt. 使惊慌；使沮丧；n. 沮丧，惊慌
dismember,,vt. 肢解，分割
dismembered,,adj. 肢解的
dismiss,,vt. 解散；摒除（思想、感情等）
disorganize,,vt. 扰乱，使混乱
dispatch,,vt. （紧急）派遣；分配；n. 派遣；急件，重要消息
dispense,,vt. 分配，分发
dispense with,,（词组）免除，省却
disperse,,vt. 分散，散开
dispersal,,n. 疏散，散开
displace,,vt. 移置，转移；取代，替代
displacement,,n. 移置，转移
display,,vt. 陈列；显示；n. 陈列，展览；显示
disposal,,n. 垃圾倾倒；处置
dispose of,,（词组）除去，扔掉；解决，处理
disposed,,adj. 有…倾向的
disposition,,n. 性情；倾向
disproportionate,,adj. 不成比例的
dispute,,n. 争论，纠纷；v. 争论，争执
disregard,,n./v. 不理会；漠视
disrepute,,n. 坏名声，不光彩
disrupt,,vt. 使混乱，使中断
disseminate,,vt. 传播，宣传
dissenter,,n. 不同意者，反对者
dissenting,,adj. 不同意的
dissertation,,n. 论文
dissimilar,,adj. 不同的，相异的
dissipate,,vi. 消失；消散
dissipated,,adj. 沉迷于酒色的，浪荡的
dissolve,,vt. 使溶解
distant,,adj. 远离的，遥远的
distance,,n. 距离；远处
distend,,vt./vi. （使）扩大，（使）扩张
distent,,adj. 膨胀的，扩张的
distasteful,,adj. （令人）不愉快的，讨厌的
distill,,vt. 蒸馏，提取
distinction,,n. 差别，特性；n. 显赫，声望
distinct,,adj. 明确的，确实的；不同的
distinctly,,adv. 清楚地，显然
distinctive,,adj. 有特色的，出众的
distinctively,,adv. 特殊地，区别地
distinguish,,vt. 区别，辨认
distinguished,,adj. 卓著的
distort,,vt. 弄歪（形状等）；歪曲
undistorted,,adj. 未失真的
distortion,,n. 扭曲；歪曲
distract,,vt. 使…分心，分散注意力
distress,,n. 悲痛，不幸，穷困
distribute,,vt. 分配；分发，散布
distribution,,n. 分发，分配
district,,n. 区域，地区
disturb,,vt. 打扰，扰乱
undisturbed,,adj. 没受干扰的，安静的
disturbance,,n. 骚动，动乱
dive,,vi. 潜水；跳水
diver,,n. 潜水者，跳水运动员
divergent,,adj. 有分歧的，有差异的
divergence,,n. 分歧，岔开
diverse,,adj. 不同的；变化多的
diversity,,n. 差异，多样
diversify,,vt. 使多样化
diversified,,adj. 多样化的
diversification,,n. 多样化
diversion,,n. 消遣，娱乐；n. 转移，转换
divert,,vt. 转移，（使）转向
divide,,vt. 划分，分开；分裂
dividing line,,（词组）分界线
divorce,,vt. 离婚；vt. 使分离，使脱离
dizzy,,adj. 眩晕的
dizzying,,adj. 令人昏乱的；灿烂的
dizziness,,n. 头昏眼花，眩晕
doctrine,,n. 教义，教旨
documentation,,n. 文件
document,,vt. 证明；文件记录
documentary,,adj. 文件的  n. 纪录片
dogged,,adj. 顽强的，顽固的
dogma,,n. 教条，教义
doll,,n. 洋娃娃，玩偶
dolphin,,n. 海豚
domain,,n. 领域，范围
domestic,,adj. 家里的；家养的；adj. 本国的，国内的
domesticate,,vt. 驯养，驯化
domesticated,,adj. 驯养的，家养的
dominant,,adj. 支配的，占优势的
predominantly,,adv. 占主导地位地
dominate,,vt. 统治，支配，控制；vi. 盛行
predominate,,vi. 占主导地位，占优势
donate,,vt. 捐赠
donation,,n. 捐赠，捐款
donor,,n. 捐助者
dormant,,adj. 静止的，休眠的
dormitory,,n. 宿舍
dorsal,,adj. 背部的，背脊的
dot,,vt. 星罗棋布于；n. 点，圆点
endotoxin,,n. 内毒素
endotherm,,n. 温血动物，恒温动物
doubt,,n./vt. 怀疑
doubtful,,adj. 可疑的；疑心的
downtown,,adv./adj. 在市区（的），往市区（的）
draft,,n. 草图，草稿；vt. 起草
draft animal,,（词组）役用动物
drag,,vt. 拖动
dragonfly,,n. 蜻蜓
drain,,v. （使）流走，（使）排光；n. 排水；消耗
down the drain,,（词组）浪费；无结果
drainage,,n. 排水，排出物
drama,,n. 戏剧
dramatize,,vt. 改编成戏剧，编写剧本
melodrama,,n. 情节剧
dramatically,,adv. 戏剧性地；引人注目地
dramatic,,adj. 戏剧性的；引人注目的
drastic,,adj. 猛烈的
draw,,vt. 吸引
drawing,,n. 图画，制图
draw up,,（词组）起草
draw out,,（词组）拔出；引起
draw from,,（词组）源于…
drawback,,n. 弊端，缺点
drawer,,n. 抽屉
dread,,n. 畏惧，恐怖
dreadful,,adj. 可怕的
dreadfully,,adv. 可怕地
dreary,,adj. 沉闷的，阴郁的
drift,,vi. 漂流；漂泊
driftwood,,n. 浮木
snowdrift,,n. 雪堆
drill,,vt. 钻孔，打眼；n./vi. 训练，操练；反复练习
drop in,,（词组）顺便拜访
drought,,n. 干旱
drowsy,,adj. 昏昏欲睡的
drudgery,,n. 苦工，苦差事
ductile,,adj. 易延展的；柔软的
due,,adj. 预定的；到期的
due to,,（词组）因为，由于
overdue,,adj. 迟到的，过期的
dues,,n. 应付款
subdue,,vt. 征服
residue,,n. 残滓，剩余
dull,,adj. 钝的；感觉或理解迟钝的
dumb,,adj. 哑的
dumbbell-like,,adj. 哑铃状的
dump,,vt. 倾泻，倾倒
duplicate,,vt. 复写，复制；adj. 两重的，两倍的；完全相同的
durable,,adj. 持久的；耐用的
duration,,n. 持续时间
dwarf,,n. 侏儒 ；vt. 把…显得矮小
dwell,,vi. 居住，生活于
dweller,,n. 居住者，居民
dwelling,,n. 住处，寓所
dye,,n. 颜料，燃料；vt. 染色
dynamic,,adj. 动力的；动态的
dynamics,,n. 动力学
aerodynamics,,n. 空气动力学
thermodynamics,,n. 热力学
eager,,adj. 渴望的；热心的
earthquake,,n. 地震
eccentric,,adj./n. 古怪的（人），异常的（人）
eccentricity,,n. 反常，怪癖
eclecticism,,n. 折衷主义
eclipse,,n. 日蚀，月蚀；vt. 盖过，使失色；遮蔽
ecological,,adj. 生态的；生态学的
ecologist,,n. 生态学者
economical,,adj. 经济的，节俭的
economics,,n. 经济学
economize,,vi. 节约，节省
ecosystem,,n. 生态系统
edge,,n. 边缘
edentate,,n. 贫齿类动物
edible,,adj. 可食用的
edifice,,n. 宏伟的建筑物
educable,,adj. 可教育的，可培养的
educated,,adj. 受过教育的，有教养的
education,,n. 教育，培养
effective,,adj. 有效的；生效的
effectiveness,,n. 效力
efficient,,adj. 生效的；能干的，有效率的
efficiency,,n. 效率，功效
effluent,,n. 流出物
eject,,vt. 喷出，喷射；vt. 逐出，驱逐
elaborate,,adj. 精细的，精心的；详尽的；vt. 详细阐述
elaborately,,adv. 精细地，详尽地
elasticity,,n. 弹力，弹性
inelastic,,adj. 无弹性的
election,,n. 选举；当选
selection,,n. 选择；精选品
electron,,n. 电子
elegant,,adj. 雅致的
elegance,,n. 高雅，典雅，优雅，雅致
element,,n. 成分；要素
elementary,,adj. 基本的，初级的
elevate,,vt. 举起；抬高；使上升
elevation,,n. 高度，海拔
elevator,,n. 电梯，起重机；活动谷仓
elicit,,vt. 得出；引出
eligible,,adj. 合格的，有资格的
eliminate,,vt. 排除，剔除
elimination,,n. 排除，除去
elite,,n. 精英
elixir,,n. 长生不老药，万能药
elliptical,,adj. 椭圆的；adj. 省略的
elongate,,vt. 延长，伸长
eloquent,,adj. 善于表达的，有口才的；雄辩的
elusive,,adj. 难懂的，难捉摸的
emancipate,,vt. 解放，释放
emancipation,,n. 释放，解放
embarrass,,vt. 使尴尬，使困窘
embed,,vt. 插入；镶嵌
embellish,,vt. 装饰，修饰
embellishment,,n. 装饰，修饰
emblem,,n. 象征，标志；徽章
embody,,vt. 使具体化；包含，收录
emboss,,v. 加浮雕花纹于，使凸出
embrace,,vt. 包含；vt. 拥抱；欣然接受
embroider,,vt. 刺绣，镶边；装饰
embroidery,,n. 刺绣
embryo,,n. 胚胎；事物的萌芽期
embryological,,adj. 胚胎学的
embryonic,,adj. 胚胎的，萌芽期的
emerge,,vi. 出现，浮现
emerging,,adj. 正在不断出现的
emergence,,n. 出现，形成
emigrant,,n. 移民（出国）
eminent,,adj. 著名的，显著的
eminence,,n. 显赫的声望
preeminent,,adj. 卓越的
emission,,n. 散发；发射
emit,,vt. 发出，放射
emotional,,adj. 情绪的，情感的
emotion,,n. 情绪，强烈的情感
emphasize,,vt. 强调，着重
emphasis,,n. 强调，重点
employ,,vt. 用，使用；vt. 雇佣
employee,,n. 雇员
employer,,n. 雇主，老板
empty,,adj. 空的；空洞的，空虚的；vt. 使成为空，倒空
enactment,,n. 设定，制定
encase,,vt. 装入，包住，围
enclose,,vt. 装入，放入封套；围绕
enclosure,,n. 围绕；围墙
encompass,,vt. 包括，包含；vt. 环绕，围住
encounter,,vt. 遭遇，遇到
encourage,,vt. 鼓励，支持
encroach,,vi. 侵占，蚕食
encyclopedia,,n. 百科全书
endanger,,vt. 危及；危害
endangered,,adj. 有灭绝危险的，将要绝种的
endeavor,,vi. 尝试，努力；n. 努力，尽力
endless,,adj. 无止境的
endlessly,,adv. 不断地，无穷尽地
endow,,vt. 捐赠；vt. 赋予
endowment,,n. 禀赋；捐款
endure,,vt. 承受，忍受；vt. 耐久
enduring,,adj. 持久的，不朽的
endurance,,n. 忍耐（力），持久（力）
energetic,,adj. 精力充沛的；积极的
engaging,,adj. 动人的，迷人的
engage in,,（词组）从事于，参加
engrave,,vt. 雕刻，铭刻
engraving,,n. 雕刻术，雕版，雕版图
enhance,,vt. 提高，增加
enlightenment,,n. 启迪，教化
enormous,,adj. 极大的，庞大的
enrage,,vt. 激怒
enrich,,vt. 加料于(食物)；使富足，使肥沃
ensemble,,n. 全体，整体；n. 合唱曲；剧团或文工团
entanglement,,n. 纠缠，缠绕物；n. 累赘；牵连
enterprise,,n. 事业，企业
enterprising,,adj. 有进取心的，有事业心的，有魄力的
entertain,,vt. 娱乐；款待
entertainment,,n. 娱乐；款待
entertainer,,n. 演艺人员
enthusiasm,,n. 热心，热情
enthusiastically,,adv. 热心地；满腔热情地
entitle,,v. 取名叫，叫做；v. 赋予权力
entitled,,adj. 有资格的
entity,,n. 存在物，实体
entrenched,,adj. 确立的，不容易改的(风俗习惯)
entrepreneur,,n. 企业家，创业人
entry,,n. 进口；入口；n. 条目
envelop,,v. 把…包住，裹住
envision,,vt. 想象，预想
enzyme,,n. 酶
ephemeral,,adj. 短暂的，转瞬即逝的
epic,,n. 史诗，叙事诗
epidemic,,n. 传染病，流行病
epidermis,,n. 表皮
episode,,n. 一段情节；（音乐）插曲
epoch,,n. 新纪元，时代
equal,,adj. 相等的，同样的；vt. 等于，比得上
equality,,n. 同等，平等
equilibrium,,n. 平衡，均衡
equipment,,n. 设备
equitable,,adj. 公平的，公正的
equivalent,,n. 等同品；adj. 相等的，等同的；等值的
eradicate,,vt. 根除，杜绝
erect,,vt. 使树立；建立，创立
erode,,v. 腐蚀，侵蚀
erosion,,n. 腐蚀，侵蚀
erratic,,adj. 古怪的，反复无常的
erratically,,adv. 不规则地
error,,vt. 做错，出差错
eruption,,n. 爆发，喷发
erupt,,vi. 喷出，爆发
escalate,,vi. 逐步升高，逐步增强；vt. 使逐步上升
escalator,,n. 电动扶梯
escape,,v. 逃脱，逃走；避开，避免
escapist,,adj./n. 逃避现实的（人）
essential,,adj. 绝对必要的；本质的，根本的
estate,,n. 财产；不动产
real estate,,（词组）房地产
estimate,,vt. 估计
underestimate,,vt. 低估，看轻
overestimate,,vt. 评价过高
eternal,,adj. 永恒的；永远的
ethics,,n. 伦理学；道德规范
ethically,,adv. 在伦理上，道德上
ethnic,,adj. 种族的
etiquette,,n. 礼仪，礼节
evaluate,,vt. 评价，估价
evaporate,,v. （使）蒸发；消失
evaporation,,n. 蒸发；消失
eventful,,adj. 多事的，充满大事的；意义重大的
eventual,,adj. 最终的
eventually,,adv. 终于
evergreen,,adj. 常绿的；n. 常绿树；常绿植物
evidence,,n. 证据；vt. 证明；表明，显示
evident,,adj. 明显的
eviscerate,,vt. 取出内脏；除去主要部分
evoke,,vt. 引起，激起，唤起
evolution,,n. 发展，演变
evolve,,v. 进化，发展
evolutionary,,adj. 发展的，进化的
exact,,adj. 精确的，准确地
exacting,,adj. 苛求的，要求严格的
exaggerate,,v. 夸大，夸张
exaggeration,,n. 夸张
exalted,,adj. 崇高的，高贵的
excavate,,vt. 挖掘，挖出
excavation,,n. 挖掘
exceed,,vt. 超越，胜过
excel,,vi. 胜过，杰出
excellent,,adj. 优良的，杰出的
exception,,n. 例外
exceptional,,adj. 异常的，杰出的
exceptionally,,adv. 特殊地；异常地
excess,,adj. 过度的，额外的；n. 过量，超过
excessive,,adj. 过度的，过分的，过多的
exchange,,n./vt. 兑换，交换
excitement,,n. 激动，兴奋；刺激
excite,,vt. 刺激，使兴奋
exciting,,adj. 令人兴奋的，刺激的
exclaim,,vt. 呼喊；惊叫
exclude,,vt. 把…排除在外，排斥
exclusion,,n. 排除，逐出
exclusive,,adj. 单独的，唯一的；排外的
exclusively,,adv. 排外地，专有地
excursion,,n. 远足，游览
excuse,,vt. 原谅；n. 藉口，理由
execute,,vt. 完成，实施，执行
execution,,n. 实施，执行；完成
executive,,adj. 行政的；n. 执行者，经理主管人员
exemplary,,adj. 模范的，典范的，可仿效的
exemplify,,vt. 例证；作为…的例子
exempt,,vt. 使免除，豁免
exemption,,n. 解除，免除
exert,,vt. 运用，行使，施加
exertion,,n. 尽力，努力
exhale,,vt. 呼出，呼气
exhaust,,n. 排气，排气装置；vt. 用尽，耗尽，使筋疲力尽
exhausted,,adj. 精疲力尽的
exhausting,,adj. 使用尽的，令人疲乏不堪的
exhibit,,vt. 展现；展览
exhibition,,n. 展览会；展览品
exhilarating,,adj. 爽快的，使人愉快的
exhilarate,,vt. 使人兴奋
exit,,n. 出口
exorbitant,,adj. （价格、索价）过高的，过分的
exotic,,adj. 异国的，外来的；奇异的
expand,,v. 扩大，膨胀；扩张
expanding,,adj. 扩大的，增加的
expansion,,n. 扩张，发展
expanse,,n. 广阔的区域
expedition,,n. 远征；探险队
expel,,v. 驱逐，开除；排出
expenditure,,n. 支出，花费
expertise,,n. 专门技术，技能
expire,,vi. 期满，到期；vi. 呼气
explicit,,adj. 明确的，清楚的
implicit,,adj. 暗示的，含蓄的
explode,,vi. 爆炸；爆发
exploit,,vt. 开拓；开采，开发
exploitation,,n. 开发，开采
explore,,vt. 探险，勘探；vt. 仔细检查，探究
explorer,,n. 探险家，探测者
exploration,,n. 勘察；探究
explosive,,adj. 爆炸的；易爆发的；n. 炸药
exponential,,adj. 指数的，幂数的
exposition,,n. 博览会，展览会
exposure,,n. 暴露；曝光
express business,,（词组）特快专递业务
express train,,（词组）特快列车
expressive,,adj. 有表现力的，富有表情的，生动的
expressly,,adv. 特意地，专门
extension,,n. 延长，扩充
extend,,v. 延长；扩大
extended,,adj. 延长的，扩大的
extensive,,adj. 广的；多方面的，广泛的
exterior,,n. 外部，外表
exterminate,,vt. 根除，灭绝
external,,adj. 外部的；表面的
extinct,,adj. 灭绝的；不再活跃的，熄灭的
extinction,,n. 消失，灭绝
extol,,vt. 赞美
extract,,vt. 拔出；榨取；n. 精，汁；榨出物
extraordinary,,adj. 特别的，非凡的
extremity,,n. 末端；极端，极度
exuberant,,adj. 充满活力的；adj. （植物）繁茂的
eyewitness,,n. 目击者
fable,,n. 寓言，神话
fabric,,n. 织物，布；n. 结构，构造
facade,,n. 正面；表面
facet,,n. 面；（问题等的）方面
multifaceted,,adj. 多层面的
face,,vt. 面对
facilitate,,vt. 使容易；有助于，促进
facilitation,,n. 促进，帮助
facility,,n. 设施，设备
facsimile,,n. 复制品，传真
faction,,n. 派别，宗派，小集团
petrifaction,,n. 石化，化石
satisfaction,,n. 满意，满足
factor,,n. 因素；变量
factual,,adj. 事实的，实际的
faculty,,n. 教职工的总称；n. 才能，能力
fade,,vi. 逐渐消失；vi. 褪色，枯萎
faint,,adj. 微弱的；模糊的；无力的
fairly,,adv. 公平地；相当地
faithful,,n. 信徒；adj. 忠实的
faithfulness,,n. 忠诚，诚实
fake,,n. 赝品，假货；adj. 假的，伪造的
falcon,,n. 猎鹰
falconer,,n. 养猎鹰者，放鹰狩猎人
famine,,n. 饥荒，饥饿
fanatical,,adj. 狂热的；入迷的
fanatic,,adj. 狂热的；盲信的
fanaticism,,n. 狂热，盲信
fancy,,adj. 新奇的，精美的
fanciful,,adj. 爱空想的
infancy,,n. 幼年
fantastic,,adj. （非正式）极…的；奇异的
fantasy,,n. 幻想；白日梦
far-reaching,,adj. 影响深远的
farce,,n. 闹剧，滑稽剧
fascinate,,vt. 使着迷，使神魂颠倒
fascinating,,adj. 迷人的，醉人的
fascination,,n. 入迷，迷恋；魅力
fashionable,,adj. 流行的，时髦的，上流社会的
fashion,,n. 流行，风尚，流行式样；vt. 塑造，造
fasten,,vt. 使固定，系
fatal,,adj. 致命的
fateful,,adj. 重大的，决定性的
fatigue,,n. 疲乏，劳累
faucet,,n. 水龙头
fault,,n. （地质学）断层；n. 过错，缺点
fauna,,n. 动物群，动物区系
flora,,n. 植物群
floral,,adj. 花的，植物的
favorable,,adj. 有利的；有助的；赢得赞扬的
favored,,adj. 首选的；受到优待的；受优惠的
unfavorable,,adj. 不宜的；相反的
feasible,,adj. 切实可行的
feat,,n. 功绩，壮举
feeble,,adj. 微弱的；衰弱的
feed,,v. 喂养，饲养；吃草，靠…为生；n. 饲养，饲料
feeder,,n. 进料器
feed on,,（词组）吃，以…为食
feminism,,n. 女权运动
feminist,,n. 女权主义者
fencing,,n. 围墙，栅栏；击剑，剑术
fend for oneself,,（词组）自己谋生
fender,,n. 防卫物；挡泥板
ferment,,vt. 使发酵；n./vt. （使）激动，（使）动乱
fermentation,,n. 发酵
ferry,,n. 渡口；渡船
fertile,,adj. 肥沃的，富饶的；能繁殖的；adj. 主意多的，有创造力的
infertile,,adj. 不肥沃的，贫瘠的，不结果实的
fertilize,,vt. 施肥，使丰饶；使受精
fertilized egg,,（词组）受精卵
fertilizer,,n. 肥料
fervor,,n. 热情，热烈
festive,,adj. 欢宴的，节日的
festival,,n. 节日
feud,,n. 世仇
feudal,,adj. 封建制度的
feverish,,adj. 发烧的；adj. 狂热的，兴奋的
fiber,,n. 纤维，光纤
fiction,,n. 小说，（虚构）故事
nonfiction,,n. 非小说的散文文学
fictional,,adj. 虚构的
fidelity,,n. 忠实，忠诚
field research,,（词组）野外实地考察
fierce,,adj. 凶猛的
figurehead,,n. 装饰船头的雕像，破浪神，有名无实的领袖
file,,n. 档案；n. 队列，纵队；v. 归档
profile,,n. 外形，轮廓
filter,,vt. 过滤；n. 过滤器
finance,,n. 财政，拨款；vt. 资助
financial,,adj. 财政的
financing,,n. 筹措资金
finch,,n. 雀类
finesse,,n. 精密技巧，灵巧；n. 手腕
